state,district,year,suicide_count,rainfall_mm,yield_kg_ha,debt_per_farmer,msp_gap_percent,insurance_coverage_percent,crop_failure_percent,risk_level
Maharashtra,Yavatmal,2015,14,309,3311,127547,7,54,23,Low
Maharashtra,Bidar,2020,29,1057,3134,36220,16,22,21,Low
Maharashtra,Bidar,2019,146,977,4368,87326,13,27,78,High
Maharashtra,Nagaur,2016,53,729,2637,217460,9,65,38,Medium
Rajasthan,Bidar,2020,49,1484,3793,237746,9,87,42,Medium
Karnataka,Nagaur,2015,100,743,4908,237977,38,29,42,High
Rajasthan,Sangrur,2021,110,815,3796,299861,24,27,37,High
Karnataka,Kurnool,2022,35,1624,2632,40886,26,9,15,Low
Maharashtra,Nagaur,2016,115,1117,3107,220076,23,11,40,High
Punjab,Yavatmal,2022,38,1684,2846,81039,44,57,44,Low
Andhra Pradesh,Yavatmal,2015,42,1247,3547,105400,39,24,18,Medium
Rajasthan,Bidar,2022,50,1283,1722,192013,30,48,29,Medium
Telangana,Kurnool,2015,46,1200,2627,175919,28,85,50,Medium
Telangana,Nagaur,2017,178,1591,2420,131824,13,6,78,High
Maharashtra,Warangal,2018,108,689,2366,141364,7,14,43,High
Rajasthan,Kurnool,2018,103,1110,1027,143812,40,28,54,High
Karnataka,Nagaur,2017,17,1368,4573,79993,15,65,38,Low
Karnataka,Sangrur,2021,88,1102,4620,232222,40,27,36,Medium
Maharashtra,Bidar,2015,52,570,2956,142364,8,26,22,Medium
Rajasthan,Nagaur,2015,5,627,2633,55437,26,84,38,Low
Punjab,Nagaur,2018,109,1277,4461,48201,41,45,75,High
Rajasthan,Sangrur,2017,56,1248,3702,107160,35,87,57,Medium
Maharashtra,Bidar,2021,153,1199,2801,194936,23,19,63,High
Karnataka,Warangal,2022,62,1600,1673,37312,22,85,66,Medium
Karnataka,Sangrur,2015,106,592,1687,108711,9,60,76,High
Rajasthan,Sangrur,2015,102,1047,2497,256959,17,57,56,High
Karnataka,Warangal,2018,72,1622,4623,98745,34,11,36,Medium
Telangana,Kurnool,2018,72,907,3618,150550,30,30,36,Medium
Rajasthan,Sangrur,2017,82,1678,4275,188563,18,49,45,Medium
Karnataka,Warangal,2020,154,577,1662,158345,18,16,68,High
Punjab,Kurnool,2019,5,1122,2873,43162,32,48,19,Low
Punjab,Nagaur,2020,87,302,2746,95560,15,60,61,Medium
Punjab,Nagaur,2017,34,1362,4768,203762,38,45,22,Low
Punjab,Kurnool,2015,5,1610,1154,64980,6,58,9,Low
Maharashtra,Warangal,2016,19,486,4111,277605,49,43,7,Low
Telangana,Nagaur,2018,62,1652,1930,84471,11,72,58,Medium
Punjab,Nagaur,2021,48,580,2963,237074,29,80,40,Medium
Telangana,Nagaur,2018,5,1205,2345,285980,29,75,11,Low
Karnataka,Sangrur,2021,7,1574,3026,30415,30,26,13,Low
Karnataka,Bidar,2018,35,1721,2274,45935,47,62,41,Low
Telangana,Warangal,2017,5,300,1552,50140,28,83,13,Low
Karnataka,Warangal,2021,58,1249,1686,139910,30,5,14,Medium
Maharashtra,Bidar,2019,5,1390,3480,39529,31,61,18,Low
Maharashtra,Kurnool,2019,121,1403,4527,209498,12,58,74,High
Telangana,Bidar,2019,161,859,2041,216845,36,15,62,High
Punjab,Warangal,2018,61,373,4863,132012,38,33,36,Medium
Punjab,Nagaur,2020,5,956,2199,46375,28,58,1,Low
Punjab,Nagaur,2020,195,994,3597,231632,42,12,79,High
Telangana,Sangrur,2017,30,1039,1087,297041,40,65,16,Low
Maharashtra,Nagaur,2022,57,1110,3386,147952,39,73,50,Medium
Telangana,Kurnool,2017,59,746,3760,79584,40,58,47,Medium
Punjab,Warangal,2019,45,971,1957,125140,36,42,30,Medium
Maharashtra,Sangrur,2017,14,1766,1915,57410,44,11,5,Low
Maharashtra,Bidar,2021,114,310,3248,238680,7,44,51,High
Telangana,Warangal,2015,168,408,4362,245147,28,44,77,High
Telangana,Kurnool,2018,29,364,3621,77361,10,79,43,Low
Karnataka,Warangal,2020,37,635,3110,95471,16,45,29,Low
Andhra Pradesh,Sangrur,2022,147,600,4161,46533,14,11,73,High
Andhra Pradesh,Yavatmal,2020,142,1536,2366,37899,42,16,77,High
Maharashtra,Nagaur,2021,82,1015,4494,60066,18,34,48,Medium
Punjab,Yavatmal,2017,59,964,1707,242465,17,67,42,Medium
Punjab,Yavatmal,2022,22,995,3406,218302,36,53,21,Low
Rajasthan,Sangrur,2021,69,567,3644,258339,6,9,9,Medium
Rajasthan,Yavatmal,2019,14,1281,2351,112504,11,34,16,Low
Andhra Pradesh,Kurnool,2017,82,681,4093,30973,23,39,60,Medium
Telangana,Yavatmal,2017,83,1485,3348,120417,6,19,37,Medium
Telangana,Kurnool,2022,87,1293,4807,264481,27,41,41,Medium
Karnataka,Bidar,2015,133,1433,1548,294743,25,50,60,High
Rajasthan,Yavatmal,2017,69,1158,2416,196872,30,23,30,Medium
Maharashtra,Kurnool,2021,5,1454,3526,140599,5,66,7,Low
Punjab,Bidar,2017,144,1690,4560,290784,15,45,62,High
Telangana,Yavatmal,2018,5,1159,2760,144506,7,44,5,Low
Andhra Pradesh,Nagaur,2020,142,1488,4323,183354,48,57,77,High
Andhra Pradesh,Sangrur,2019,5,1415,2781,139322,15,89,7,Low
Rajasthan,Bidar,2017,58,1528,1448,209848,17,41,30,Medium
Andhra Pradesh,Kurnool,2021,77,1321,3182,143917,10,38,46,Medium
Punjab,Warangal,2022,33,300,4361,103480,16,14,10,Low
Telangana,Nagaur,2020,89,1243,1982,163271,25,62,64,Medium
Maharashtra,Warangal,2017,67,788,4943,59272,10,69,60,Medium
Telangana,Kurnool,2020,6,775,1255,200110,12,67,13,Low
Maharashtra,Kurnool,2020,128,438,1102,223652,26,21,51,High
Maharashtra,Bidar,2019,5,1457,3161,241594,49,78,11,Low
Telangana,Yavatmal,2017,138,1216,3368,265612,28,34,57,High
Karnataka,Bidar,2017,128,363,1767,283206,10,34,55,High
Maharashtra,Nagaur,2017,44,1421,2291,248171,49,31,12,Medium
Rajasthan,Kurnool,2019,140,462,1059,175138,6,37,72,High
Karnataka,Sangrur,2022,5,800,1176,30799,42,83,13,Low
Andhra Pradesh,Yavatmal,2020,129,918,3395,251325,21,28,58,High
Punjab,Nagaur,2016,63,499,3452,132820,11,17,30,Medium
Karnataka,Nagaur,2022,126,1314,1427,258644,18,20,43,High
Telangana,Warangal,2016,97,620,3786,94555,24,74,74,High
Punjab,Bidar,2022,5,1167,1773,44418,35,70,18,Low
Telangana,Warangal,2018,35,748,4310,149097,6,56,36,Low
Maharashtra,Sangrur,2016,142,1068,2098,44679,14,18,78,High
Punjab,Nagaur,2018,129,527,1410,264162,23,66,71,High
Punjab,Kurnool,2022,68,1512,3403,169334,11,54,46,Medium
Maharashtra,Warangal,2016,102,441,2608,279957,34,73,65,High
Karnataka,Nagaur,2018,94,1564,4786,222811,7,74,62,High
Andhra Pradesh,Kurnool,2017,48,1779,4036,171985,28,50,32,Medium
Maharashtra,Kurnool,2021,172,1371,3031,244241,20,29,72,High
Rajasthan,Bidar,2016,73,1346,3977,265101,38,36,29,Medium
Maharashtra,Bidar,2021,48,946,4693,193935,22,86,49,Medium
Andhra Pradesh,Kurnool,2016,5,431,4115,70058,12,59,19,Low
Punjab,Bidar,2020,12,355,4664,260119,48,63,15,Low
Rajasthan,Nagaur,2019,5,379,3521,32966,17,51,17,Low
Rajasthan,Kurnool,2017,54,1234,3018,123005,35,70,52,Medium
Andhra Pradesh,Nagaur,2015,48,1642,2222,59400,32,6,17,Medium
Telangana,Kurnool,2016,140,1198,4442,164308,37,28,72,High
Maharashtra,Bidar,2018,69,1153,4532,276921,21,66,43,Medium
Karnataka,Sangrur,2015,94,632,3235,248174,27,34,43,High
Andhra Pradesh,Sangrur,2015,127,1458,1271,149318,27,35,69,High
Punjab,Bidar,2017,50,1223,2169,284935,17,14,7,Medium
Andhra Pradesh,Nagaur,2022,56,1027,1627,34213,18,15,34,Medium
Andhra Pradesh,Warangal,2018,79,1747,4855,153441,32,72,60,Medium
Andhra Pradesh,Nagaur,2015,5,1487,4133,98947,30,60,22,Low
Andhra Pradesh,Bidar,2015,58,653,1513,114963,17,24,30,Medium
Maharashtra,Sangrur,2017,128,1773,1495,249831,19,21,52,High
Andhra Pradesh,Yavatmal,2015,63,609,2596,165362,47,68,50,Medium
Rajasthan,Sangrur,2020,25,816,1656,215128,32,85,35,Low
Rajasthan,Kurnool,2022,54,352,2884,223545,22,84,49,Medium
Rajasthan,Sangrur,2021,78,1020,4092,294952,32,43,33,Medium
Punjab,Kurnool,2018,33,810,4913,97703,37,29,25,Low
Telangana,Bidar,2021,51,1093,2870,147574,36,80,52,Medium
Rajasthan,Kurnool,2022,42,1191,3987,195202,34,20,12,Medium
Maharashtra,Yavatmal,2019,70,1416,4863,106133,16,64,60,Medium
Karnataka,Sangrur,2021,54,467,3239,287057,37,72,30,Medium
Rajasthan,Warangal,2016,98,1658,4654,241270,33,27,34,High
Karnataka,Kurnool,2015,5,1643,1211,46568,17,41,7,Low
Rajasthan,Warangal,2019,103,1305,3249,173573,34,84,75,High
Rajasthan,Yavatmal,2020,16,760,3754,124877,22,58,21,Low
Telangana,Warangal,2017,37,1634,2294,139119,5,20,20,Low
Karnataka,Kurnool,2020,71,463,3653,149828,25,10,24,Medium
Andhra Pradesh,Sangrur,2020,10,1321,3507,162475,16,60,15,Low
Telangana,Bidar,2019,73,1264,4333,77830,7,37,43,Medium
Karnataka,Bidar,2019,103,363,3685,201481,17,17,38,High
Rajasthan,Nagaur,2019,101,993,4390,176371,37,80,73,High
Andhra Pradesh,Bidar,2015,5,659,3587,211034,37,50,1,Low
Andhra Pradesh,Sangrur,2020,78,590,2481,240121,38,28,28,Medium
Andhra Pradesh,Warangal,2018,67,1129,3646,252274,31,87,57,Medium
Andhra Pradesh,Bidar,2015,64,1438,3834,148179,10,19,24,Medium
Punjab,Bidar,2021,131,972,2064,226334,33,35,65,High
Maharashtra,Yavatmal,2020,34,735,4623,215024,46,72,32,Low
Punjab,Kurnool,2015,86,1768,3186,72850,31,72,74,Medium
Karnataka,Sangrur,2020,33,563,3992,207047,43,37,19,Low
Punjab,Sangrur,2015,117,1237,1316,171186,26,39,66,High
Telangana,Sangrur,2021,56,866,3915,136747,25,55,46,Medium
Telangana,Yavatmal,2018,138,1430,4471,188918,6,5,58,High
Rajasthan,Sangrur,2021,86,1520,4675,212545,28,36,45,Medium
Maharashtra,Bidar,2015,58,1228,3528,110667,27,57,44,Medium
Rajasthan,Yavatmal,2020,5,658,4107,30420,45,29,8,Low
Rajasthan,Warangal,2020,76,1725,2859,45535,40,74,67,Medium
Maharashtra,Sangrur,2020,76,929,1793,152580,28,19,32,Medium
Andhra Pradesh,Nagaur,2017,27,1554,3348,47400,39,30,23,Low
Maharashtra,Sangrur,2019,10,749,3367,191947,27,40,6,Low
Rajasthan,Nagaur,2016,107,1134,1875,131345,26,33,60,High
Maharashtra,Yavatmal,2019,187,564,1381,293380,17,14,75,High
Maharashtra,Nagaur,2020,136,1546,4440,198482,43,37,72,High
Rajasthan,Nagaur,2016,21,691,4826,168822,17,58,21,Low
Punjab,Yavatmal,2020,53,1069,3529,210587,21,82,48,Medium
Karnataka,Kurnool,2018,112,1489,3046,75201,30,41,70,High
Maharashtra,Bidar,2019,5,1669,1498,127739,45,51,14,Low
Karnataka,Bidar,2021,5,1376,1117,75420,35,66,8,Low
Maharashtra,Kurnool,2016,44,702,1204,269939,23,54,25,Medium
Punjab,Bidar,2021,5,463,3371,127847,43,67,7,Low
Punjab,Kurnool,2021,5,1103,4295,33159,29,49,19,Low
Telangana,Yavatmal,2015,5,1389,4663,51094,5,67,3,Low
Rajasthan,Kurnool,2015,117,1481,1727,102575,49,40,72,High
Maharashtra,Sangrur,2021,113,1096,1442,163704,25,71,76,High
Telangana,Sangrur,2015,66,965,3612,125373,20,14,31,Medium
Maharashtra,Yavatmal,2018,5,680,1555,204141,13,83,9,Low
Maharashtra,Warangal,2018,64,1663,4959,151359,33,36,35,Medium
Andhra Pradesh,Warangal,2017,154,1555,2235,244649,39,46,77,High
Rajasthan,Kurnool,2019,83,984,1993,148222,19,18,39,Medium
Telangana,Bidar,2016,103,1563,2488,186778,20,42,53,High
Karnataka,Kurnool,2019,66,473,3401,156170,19,63,50,Medium
Maharashtra,Sangrur,2018,42,858,3052,292537,20,67,25,Medium
Karnataka,Nagaur,2020,5,1153,4754,250691,39,83,11,Low
Karnataka,Nagaur,2015,145,455,2073,296718,40,59,73,High
Andhra Pradesh,Yavatmal,2016,70,1162,2500,82330,47,15,33,Medium
Andhra Pradesh,Nagaur,2015,5,1129,4519,126342,13,60,1,Low
Karnataka,Sangrur,2016,108,1055,4875,212957,9,33,47,High
Telangana,Bidar,2015,35,1260,4524,157976,24,73,36,Low
Maharashtra,Yavatmal,2022,5,1709,4279,242078,47,85,4,Low
Telangana,Sangrur,2015,109,972,3381,248904,32,11,36,High
Karnataka,Warangal,2021,57,829,3288,234933,32,11,12,Medium
Maharashtra,Yavatmal,2015,127,1248,2568,111238,13,10,62,High
Rajasthan,Bidar,2017,59,1211,1472,218398,33,59,40,Medium
Punjab,Warangal,2017,40,1465,2012,120214,11,76,42,Low
Punjab,Yavatmal,2021,35,492,4369,203708,46,48,24,Low
Rajasthan,Bidar,2018,94,930,3198,297337,19,27,36,High
Punjab,Nagaur,2015,102,333,4566,175384,44,33,48,High
Andhra Pradesh,Bidar,2015,147,949,3450,38002,40,8,75,High
Karnataka,Warangal,2022,143,1275,3056,239610,10,53,76,High
Andhra Pradesh,Kurnool,2015,5,1788,1695,214884,44,78,18,Low
Telangana,Kurnool,2017,128,1769,1073,289970,26,31,55,High
Karnataka,Yavatmal,2017,5,473,1329,163878,37,62,7,Low
Maharashtra,Sangrur,2022,5,326,4317,177078,5,78,21,Low
Rajasthan,Nagaur,2022,5,771,4410,159282,19,40,6,Low
Maharashtra,Yavatmal,2020,143,796,2329,202492,43,16,59,High
Telangana,Warangal,2018,101,797,3863,125117,21,53,67,High
Andhra Pradesh,Bidar,2019,98,1020,4855,260066,20,61,52,High
Rajasthan,Nagaur,2018,98,977,4667,141151,45,63,67,High
Telangana,Yavatmal,2017,98,1483,2719,69177,44,21,58,High
Rajasthan,Yavatmal,2015,31,644,3782,40011,44,69,44,Low
Andhra Pradesh,Yavatmal,2021,79,1162,4825,80368,21,20,37,Medium
Andhra Pradesh,Yavatmal,2016,78,855,1862,171749,38,55,52,Medium
Telangana,Warangal,2017,61,824,2448,155451,44,61,50,Medium
Maharashtra,Bidar,2018,151,1443,4825,53358,12,7,73,High
Karnataka,Bidar,2018,106,1303,3621,131494,49,12,45,High
Karnataka,Bidar,2020,30,1726,4138,37213,34,14,18,Low
Karnataka,Nagaur,2017,19,1140,3165,124135,28,59,25,Low
Karnataka,Warangal,2017,17,412,3213,279048,40,54,9,Low
Telangana,Sangrur,2019,58,1149,1621,264466,21,57,28,Medium
Punjab,Warangal,2020,5,346,4782,242243,41,79,2,Low
Telangana,Kurnool,2022,51,1586,2989,90693,14,50,40,Medium
Rajasthan,Warangal,2018,23,386,3850,137904,33,13,9,Low
Maharashtra,Nagaur,2021,109,696,2504,43714,19,37,74,High
Telangana,Warangal,2017,5,1032,2040,128115,33,59,7,Low
Andhra Pradesh,Kurnool,2018,5,781,3036,35560,32,50,10,Low
Punjab,Bidar,2021,61,1670,4533,237932,42,36,23,Medium
Andhra Pradesh,Sangrur,2017,28,1336,4233,97008,16,12,9,Low
Telangana,Sangrur,2016,18,753,3720,70024,17,58,36,Low
Andhra Pradesh,Yavatmal,2022,5,1423,1144,217401,27,48,2,Low
Rajasthan,Bidar,2021,10,1492,3689,30530,20,5,2,Low
Punjab,Yavatmal,2016,6,1033,1946,297401,23,84,13,Low
Maharashtra,Yavatmal,2021,114,472,1472,111850,43,25,55,High
Rajasthan,Bidar,2019,176,860,3475,222930,31,9,71,High
Maharashtra,Sangrur,2015,121,1245,3018,152636,15,23,56,High
Telangana,Warangal,2015,48,1377,1036,113748,18,48,42,Medium
Telangana,Warangal,2015,5,999,3065,184226,43,86,6,Low
Andhra Pradesh,Warangal,2015,116,432,1448,118327,43,47,73,High
Telangana,Warangal,2019,93,1196,1861,295388,5,7,22,High
Maharashtra,Bidar,2022,5,383,4742,288845,20,70,10,Low
Punjab,Yavatmal,2017,33,543,4962,174776,21,13,9,Low
Punjab,Bidar,2020,106,1133,1265,187871,17,63,67,High
Punjab,Nagaur,2015,79,1148,1962,246879,28,22,27,Medium
Andhra Pradesh,Sangrur,2017,52,1741,3679,109072,22,7,24,Medium
Rajasthan,Sangrur,2020,36,1694,2706,37034,12,73,52,Low
Andhra Pradesh,Warangal,2020,5,1455,4191,52231,12,65,17,Low
Telangana,Yavatmal,2016,96,1622,2545,41357,34,29,57,High
Punjab,Bidar,2021,66,383,3256,279070,44,40,26,Medium
Maharashtra,Nagaur,2022,70,1634,3906,142312,19,49,50,Medium
Andhra Pradesh,Nagaur,2020,54,1033,2891,64407,19,18,31,Medium
Telangana,Sangrur,2016,5,890,4287,155496,20,79,8,Low
Punjab,Nagaur,2015,105,1774,3467,68872,40,15,51,High
Rajasthan,Bidar,2020,5,469,4351,181343,24,74,7,Low
Punjab,Warangal,2020,29,432,3948,86467,19,34,24,Low
Punjab,Yavatmal,2018,5,1243,4910,170813,33,54,10,Low
Karnataka,Sangrur,2021,32,1675,1667,278134,20,30,8,Low
Karnataka,Warangal,2016,5,422,4960,85810,12,63,2,Low
Karnataka,Kurnool,2018,29,1608,3704,216185,45,26,6,Low
Maharashtra,Nagaur,2021,50,1591,3059,174574,20,29,22,Medium
Andhra Pradesh,Yavatmal,2019,44,1434,1079,120947,16,53,33,Medium
Rajasthan,Bidar,2017,120,1045,3002,221309,29,38,60,High
Telangana,Sangrur,2018,5,515,4491,149492,43,74,4,Low
Telangana,Bidar,2019,178,979,1486,279380,7,35,77,High
Punjab,Sangrur,2018,44,1312,3572,208583,45,7,10,Medium
Karnataka,Warangal,2016,5,1528,3125,68368,6,70,31,Low
Maharashtra,Sangrur,2016,83,1524,1535,266328,14,55,42,Medium
Rajasthan,Bidar,2018,61,407,4387,278945,43,9,6,Medium
Rajasthan,Nagaur,2020,5,1463,4133,95035,12,78,16,Low
Maharashtra,Bidar,2019,6,1151,2744,72898,21,69,29,Low
Karnataka,Kurnool,2019,63,781,4290,45904,33,41,46,Medium
Andhra Pradesh,Kurnool,2019,53,1181,3654,130539,13,32,26,Medium
Telangana,Yavatmal,2018,52,1576,1671,37004,22,75,65,Medium
Maharashtra,Warangal,2021,5,1151,2908,144163,40,32,3,Low
Andhra Pradesh,Kurnool,2018,68,945,1023,199252,49,55,45,Medium
Andhra Pradesh,Bidar,2016,5,1614,3614,166344,31,49,12,Low
Maharashtra,Yavatmal,2017,84,956,1968,148336,22,57,57,Medium
Maharashtra,Sangrur,2018,87,1307,1994,90692,17,46,54,Medium
Rajasthan,Nagaur,2016,68,1041,1165,274405,17,81,47,Medium
Andhra Pradesh,Sangrur,2015,126,1223,4192,256562,22,30,54,High
Maharashtra,Warangal,2016,7,519,3267,234381,25,48,2,Low
Punjab,Nagaur,2016,16,827,3963,227273,20,74,23,Low
Andhra Pradesh,Nagaur,2019,73,1439,1149,62261,36,21,38,Medium
Andhra Pradesh,Bidar,2019,5,1500,2084,136911,26,67,7,Low
Andhra Pradesh,Nagaur,2022,21,1716,2070,146189,46,46,23,Low
Karnataka,Sangrur,2015,5,1040,2862,252947,7,59,4,Low
Rajasthan,Kurnool,2022,103,330,1884,222702,6,35,47,High
Rajasthan,Yavatmal,2018,138,1369,4160,235174,5,29,61,High
Karnataka,Nagaur,2019,115,1400,2534,191446,6,36,58,High
Rajasthan,Bidar,2017,51,989,2397,289830,42,7,5,Medium
Telangana,Warangal,2022,56,1628,1289,183807,40,11,18,Medium
Maharashtra,Warangal,2021,7,1101,3866,285848,33,72,14,Low
Karnataka,Sangrur,2017,5,822,3707,32998,40,86,14,Low
Karnataka,Yavatmal,2015,17,1683,2600,164144,25,64,25,Low
Maharashtra,Warangal,2018,120,331,1544,298999,46,30,42,High
Andhra Pradesh,Bidar,2015,35,1453,4938,117393,10,35,23,Low
Rajasthan,Sangrur,2018,60,446,2739,53178,48,63,59,Medium
Karnataka,Sangrur,2019,160,1109,2443,266424,16,14,59,High
Andhra Pradesh,Bidar,2019,25,891,2214,138644,41,33,18,Low
Andhra Pradesh,Yavatmal,2022,76,1191,4625,153950,35,66,56,Medium
Maharashtra,Warangal,2017,56,638,2976,178250,24,7,16,Medium
Telangana,Kurnool,2021,65,1609,2447,206246,5,33,30,Medium
Rajasthan,Yavatmal,2017,55,862,4463,259810,40,59,35,Medium
Telangana,Bidar,2018,12,1256,3365,214307,49,85,25,Low
Telangana,Bidar,2015,114,1034,2093,204847,8,24,54,High
Andhra Pradesh,Yavatmal,2016,5,1758,2648,97949,31,47,10,Low
Maharashtra,Bidar,2020,165,1678,1620,260305,21,25,67,High
Rajasthan,Yavatmal,2022,60,1076,3680,272975,15,38,18,Medium
Rajasthan,Yavatmal,2019,99,381,1523,173363,47,31,51,High
Rajasthan,Kurnool,2021,5,1685,3615,102920,8,48,15,Low
Punjab,Bidar,2017,5,1517,4052,210537,30,76,21,Low
Karnataka,Nagaur,2016,19,1543,4077,247838,27,62,17,Low
Telangana,Nagaur,2017,56,991,4705,177525,48,77,52,Medium
Andhra Pradesh,Sangrur,2016,27,1587,1905,268143,46,47,9,Low
Andhra Pradesh,Sangrur,2015,5,779,3179,42402,37,89,1,Low
Punjab,Bidar,2020,5,1254,2660,145455,11,70,15,Low
Rajasthan,Warangal,2015,68,389,3855,223532,46,55,35,Medium
Rajasthan,Bidar,2015,137,423,3104,44570,36,12,74,High
Telangana,Nagaur,2020,5,788,4926,164868,10,85,24,Low
Karnataka,Nagaur,2016,102,1029,4282,191941,11,8,38,High
Telangana,Nagaur,2015,48,607,4323,213582,30,40,26,Medium
Punjab,Yavatmal,2016,124,808,4424,214324,41,26,52,High
Karnataka,Sangrur,2019,33,344,3750,276393,32,63,21,Low
Karnataka,Kurnool,2016,64,1724,4779,142885,11,44,40,Medium
Karnataka,Sangrur,2017,55,1780,3582,259982,36,35,17,Medium
Maharashtra,Nagaur,2017,5,1353,2215,163556,44,41,6,Low
Karnataka,Sangrur,2019,167,1642,3277,131477,6,9,75,High
Rajasthan,Kurnool,2020,74,403,4182,153307,39,89,69,Medium
Maharashtra,Kurnool,2020,141,860,2273,168721,15,40,75,High
Rajasthan,Yavatmal,2016,5,410,3911,104635,49,36,4,Low
Karnataka,Sangrur,2022,5,406,4336,69137,43,55,20,Low
Karnataka,Warangal,2019,102,334,3454,272479,43,62,57,High
Telangana,Nagaur,2017,70,668,2391,87172,30,55,50,Medium
Telangana,Warangal,2016,5,1612,4450,220563,8,77,8,Low
Andhra Pradesh,Nagaur,2021,38,1295,2021,275869,25,26,9,Low
Punjab,Bidar,2016,81,1452,4555,38299,9,45,63,Medium
Maharashtra,Kurnool,2022,73,620,3766,64623,28,72,63,Medium
Karnataka,Yavatmal,2019,62,1781,2918,96224,26,33,35,Medium
Telangana,Nagaur,2018,128,969,4539,173686,46,54,71,High
Rajasthan,Warangal,2015,53,1290,2873,160177,37,79,54,Medium
Telangana,Bidar,2019,57,1139,4506,241168,30,41,30,Medium
Punjab,Kurnool,2015,102,944,1065,201966,22,29,44,High
Andhra Pradesh,Sangrur,2022,19,479,3881,37691,15,72,43,Low
Maharashtra,Sangrur,2020,5,1338,4113,32590,26,57,6,Low
Andhra Pradesh,Kurnool,2018,101,993,2719,68131,34,25,55,High
Telangana,Nagaur,2019,53,543,3107,173463,15,51,31,Medium
Andhra Pradesh,Yavatmal,2020,9,1507,2680,66389,29,36,15,Low
Maharashtra,Yavatmal,2016,5,566,1780,227553,41,42,1,Low
Punjab,Warangal,2022,10,459,3984,147278,10,56,22,Low
Karnataka,Nagaur,2017,193,1164,4802,186587,13,9,79,High
Karnataka,Kurnool,2018,18,1528,3071,122154,14,46,22,Low
Telangana,Nagaur,2021,84,1322,4748,274307,14,78,53,Medium
Telangana,Warangal,2020,5,1375,1651,179010,36,79,2,Low
Telangana,Kurnool,2021,161,1622,1969,162624,38,28,74,High
Rajasthan,Sangrur,2017,5,528,4842,120139,48,82,11,Low
Andhra Pradesh,Warangal,2021,5,1627,4454,273206,44,75,6,Low
Telangana,Sangrur,2015,78,673,3482,289258,10,55,38,Medium
Telangana,Kurnool,2018,154,325,2071,207338,16,27,72,High
Maharashtra,Bidar,2022,92,906,2048,65344,46,33,60,Medium
Andhra Pradesh,Bidar,2022,5,1593,3809,104383,22,79,20,Low
Andhra Pradesh,Kurnool,2018,86,694,2649,256283,22,43,44,Medium
Rajasthan,Warangal,2016,132,1498,3206,64018,43,42,79,High
Rajasthan,Nagaur,2015,5,549,2036,87940,49,47,4,Low
Telangana,Warangal,2017,56,1272,1437,153947,20,10,14,Medium
Punjab,Yavatmal,2021,85,784,1168,192679,39,14,30,Medium
Maharashtra,Sangrur,2021,68,1303,3389,285654,46,58,30,Medium
Rajasthan,Kurnool,2016,5,1668,1598,38922,46,41,7,Low
Punjab,Yavatmal,2022,5,995,4784,181293,26,81,11,Low
Punjab,Nagaur,2015,5,1565,1855,85210,44,26,3,Low
Maharashtra,Kurnool,2022,127,1307,2317,299024,46,10,41,High
Karnataka,Yavatmal,2017,101,1296,1296,157430,26,52,63,High
Maharashtra,Kurnool,2020,48,1772,2249,184042,18,40,27,Medium
Rajasthan,Bidar,2019,114,406,3491,290131,25,31,41,High
Punjab,Warangal,2022,18,1560,2938,70376,25,37,23,Low
Rajasthan,Sangrur,2017,9,452,4088,74379,15,78,39,Low
Karnataka,Bidar,2015,56,1103,1354,269173,20,49,26,Medium
Telangana,Bidar,2021,25,670,1322,209751,45,85,38,Low
Telangana,Sangrur,2018,161,1380,4393,224512,34,14,61,High
Telangana,Nagaur,2015,15,1277,1003,201317,31,68,22,Low
Karnataka,Bidar,2017,110,484,4509,82299,20,20,55,High
Andhra Pradesh,Sangrur,2019,120,1045,2734,205369,8,47,63,High
Punjab,Yavatmal,2016,118,606,2773,238554,28,38,59,High
Maharashtra,Yavatmal,2021,50,954,3677,189435,47,21,14,Medium
Telangana,Sangrur,2022,38,322,3661,271569,44,75,33,Low
Punjab,Warangal,2021,172,573,1451,134554,24,15,79,High
Karnataka,Yavatmal,2016,53,1271,1361,153311,39,12,22,Medium
Rajasthan,Bidar,2019,5,569,4608,52499,40,7,5,Low
Rajasthan,Sangrur,2015,84,1289,3507,40633,38,20,46,Medium
Punjab,Warangal,2016,143,713,2378,178936,22,23,68,High
Punjab,Bidar,2022,5,1275,4146,64851,27,67,26,Low
Rajasthan,Nagaur,2020,93,324,3555,236091,26,13,29,High
Andhra Pradesh,Kurnool,2017,128,354,4204,287075,49,17,42,High
Maharashtra,Yavatmal,2016,125,1154,2642,97562,8,51,75,High
Maharashtra,Warangal,2019,34,948,2338,116700,42,74,43,Low
Andhra Pradesh,Kurnool,2016,48,955,4006,58082,45,36,38,Medium
Rajasthan,Kurnool,2015,42,1106,1040,120577,32,81,50,Medium
Karnataka,Kurnool,2016,18,1342,4041,43882,8,71,41,Low
Telangana,Yavatmal,2021,93,1306,2274,230317,23,60,52,High
Telangana,Bidar,2017,88,942,3070,117193,47,22,46,Medium
Andhra Pradesh,Bidar,2020,70,462,4152,144491,16,67,52,Medium
Andhra Pradesh,Yavatmal,2016,121,841,1156,238358,14,43,55,High
Karnataka,Nagaur,2016,87,508,3634,95088,21,50,60,Medium
Andhra Pradesh,Warangal,2018,104,1582,2970,254903,10,63,61,High
Andhra Pradesh,Kurnool,2018,80,948,2640,218944,48,36,35,Medium
